id,control_id,framework_code,control_number,sector_code,applicability,sector_priority,sector_maturity_level,sector_specific_guidance_en,additional_evidence_types,exemption_allowed
20,2,NCA-ECC,2.1,GOVERNMENT,mandatory,critical,2,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
21,2,NCA-ECC,2.1,ENERGY,mandatory,critical,2,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
22,2,NCA-ECC,2.1,DEFENSE,mandatory,high,2,,,False
23,3,NCA-ECC,3.1,BANKING,mandatory,high,3,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
24,3,NCA-ECC,3.1,INSURANCE,mandatory,medium,3,,,False
25,3,NCA-ECC,3.1,CAPITAL_MARKETS,mandatory,medium,3,,,False
26,3,NCA-ECC,3.1,FINTECH,mandatory,high,3,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
27,3,NCA-ECC,3.1,HEALTHCARE,mandatory,high,3,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
28,3,NCA-ECC,3.1,TELECOM,mandatory,medium,3,,,False
29,3,NCA-ECC,3.1,ICT,mandatory,medium,3,,,False
30,3,NCA-ECC,3.1,CLOUD,mandatory,medium,3,,,False
31,3,NCA-ECC,3.1,GOVERNMENT,mandatory,critical,3,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
32,3,NCA-ECC,3.1,ENERGY,mandatory,critical,3,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
33,3,NCA-ECC,3.1,DEFENSE,mandatory,medium,3,,,False
34,4,NCA-ECC,4.1,BANKING,mandatory,medium,4,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
35,4,NCA-ECC,4.1,INSURANCE,mandatory,low,4,,,False
36,4,NCA-ECC,4.1,CAPITAL_MARKETS,mandatory,low,4,,,False
37,4,NCA-ECC,4.1,FINTECH,mandatory,medium,4,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
38,4,NCA-ECC,4.1,HEALTHCARE,mandatory,medium,4,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
39,4,NCA-ECC,4.1,TELECOM,mandatory,low,4,,,False
40,4,NCA-ECC,4.1,ICT,mandatory,low,4,,,False
41,4,NCA-ECC,4.1,CLOUD,mandatory,low,4,,,False
42,4,NCA-ECC,4.1,GOVERNMENT,mandatory,high,4,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
43,4,NCA-ECC,4.1,ENERGY,mandatory,high,4,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
44,4,NCA-ECC,4.1,DEFENSE,mandatory,low,4,,,False
45,5,NCA-ECC,5.1,BANKING,mandatory,critical,1,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
46,5,NCA-ECC,5.1,INSURANCE,mandatory,critical,1,,,False
47,5,NCA-ECC,5.1,CAPITAL_MARKETS,mandatory,critical,1,,,False
48,5,NCA-ECC,5.1,FINTECH,mandatory,critical,1,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
49,5,NCA-ECC,5.1,HEALTHCARE,mandatory,critical,1,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
50,5,NCA-ECC,5.1,TELECOM,mandatory,critical,1,,,False
51,5,NCA-ECC,5.1,ICT,mandatory,critical,1,,,False
52,5,NCA-ECC,5.1,CLOUD,mandatory,critical,1,,,False
53,5,NCA-ECC,5.1,GOVERNMENT,mandatory,critical,1,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
54,5,NCA-ECC,5.1,ENERGY,mandatory,critical,1,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
55,5,NCA-ECC,5.1,DEFENSE,mandatory,critical,1,,,False
56,6,NCA-ECC,1.2,BANKING,mandatory,critical,2,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
57,6,NCA-ECC,1.2,INSURANCE,mandatory,high,2,,,False
58,6,NCA-ECC,1.2,CAPITAL_MARKETS,mandatory,high,2,,,False
59,6,NCA-ECC,1.2,FINTECH,mandatory,critical,2,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
60,6,NCA-ECC,1.2,HEALTHCARE,mandatory,critical,2,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
61,6,NCA-ECC,1.2,TELECOM,mandatory,high,2,,,False
62,6,NCA-ECC,1.2,ICT,mandatory,high,2,,,False
63,6,NCA-ECC,1.2,CLOUD,mandatory,high,2,,,False
64,6,NCA-ECC,1.2,GOVERNMENT,mandatory,critical,2,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
65,6,NCA-ECC,1.2,ENERGY,mandatory,critical,2,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
66,6,NCA-ECC,1.2,DEFENSE,mandatory,high,2,,,False
67,7,NCA-ECC,2.2,BANKING,mandatory,high,3,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
68,7,NCA-ECC,2.2,INSURANCE,mandatory,medium,3,,,False
69,7,NCA-ECC,2.2,CAPITAL_MARKETS,mandatory,medium,3,,,False
70,7,NCA-ECC,2.2,FINTECH,mandatory,high,3,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
71,7,NCA-ECC,2.2,HEALTHCARE,mandatory,high,3,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
72,7,NCA-ECC,2.2,TELECOM,mandatory,medium,3,,,False
73,7,NCA-ECC,2.2,ICT,mandatory,medium,3,,,False
74,7,NCA-ECC,2.2,CLOUD,mandatory,medium,3,,,False
75,7,NCA-ECC,2.2,GOVERNMENT,mandatory,critical,3,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
76,7,NCA-ECC,2.2,ENERGY,mandatory,critical,3,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
77,7,NCA-ECC,2.2,DEFENSE,mandatory,medium,3,,,False
78,8,NCA-ECC,3.2,BANKING,mandatory,medium,4,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
79,8,NCA-ECC,3.2,INSURANCE,mandatory,low,4,,,False
80,8,NCA-ECC,3.2,CAPITAL_MARKETS,mandatory,low,4,,,False
81,8,NCA-ECC,3.2,FINTECH,mandatory,medium,4,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
82,8,NCA-ECC,3.2,HEALTHCARE,mandatory,medium,4,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
83,8,NCA-ECC,3.2,TELECOM,mandatory,low,4,,,False
84,8,NCA-ECC,3.2,ICT,mandatory,low,4,,,False
85,8,NCA-ECC,3.2,CLOUD,mandatory,low,4,,,False
86,8,NCA-ECC,3.2,GOVERNMENT,mandatory,high,4,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
87,8,NCA-ECC,3.2,ENERGY,mandatory,high,4,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
88,8,NCA-ECC,3.2,DEFENSE,mandatory,low,4,,,False
89,9,NCA-ECC,4.2,BANKING,mandatory,critical,1,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
90,9,NCA-ECC,4.2,INSURANCE,mandatory,critical,1,,,False
91,9,NCA-ECC,4.2,CAPITAL_MARKETS,mandatory,critical,1,,,False
92,9,NCA-ECC,4.2,FINTECH,mandatory,critical,1,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
93,9,NCA-ECC,4.2,HEALTHCARE,mandatory,critical,1,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
94,9,NCA-ECC,4.2,TELECOM,mandatory,critical,1,,,False
95,9,NCA-ECC,4.2,ICT,mandatory,critical,1,,,False
96,9,NCA-ECC,4.2,CLOUD,mandatory,critical,1,,,False
97,9,NCA-ECC,4.2,GOVERNMENT,mandatory,critical,1,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
98,9,NCA-ECC,4.2,ENERGY,mandatory,critical,1,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
99,9,NCA-ECC,4.2,DEFENSE,mandatory,critical,1,,,False
100,10,NCA-ECC,5.2,BANKING,mandatory,critical,2,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
101,10,NCA-ECC,5.2,INSURANCE,mandatory,high,2,,,False
102,10,NCA-ECC,5.2,CAPITAL_MARKETS,mandatory,high,2,,,False
103,10,NCA-ECC,5.2,FINTECH,mandatory,critical,2,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
104,10,NCA-ECC,5.2,HEALTHCARE,mandatory,critical,2,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
105,10,NCA-ECC,5.2,TELECOM,mandatory,high,2,,,False
106,10,NCA-ECC,5.2,ICT,mandatory,high,2,,,False
107,10,NCA-ECC,5.2,CLOUD,mandatory,high,2,,,False
108,10,NCA-ECC,5.2,GOVERNMENT,mandatory,critical,2,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
109,10,NCA-ECC,5.2,ENERGY,mandatory,critical,2,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
110,10,NCA-ECC,5.2,DEFENSE,mandatory,high,2,,,False
111,11,NCA-ECC,1.3,BANKING,mandatory,high,3,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
112,11,NCA-ECC,1.3,INSURANCE,mandatory,medium,3,,,False
113,11,NCA-ECC,1.3,CAPITAL_MARKETS,mandatory,medium,3,,,False
114,11,NCA-ECC,1.3,FINTECH,mandatory,high,3,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
115,11,NCA-ECC,1.3,HEALTHCARE,mandatory,high,3,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
116,11,NCA-ECC,1.3,TELECOM,mandatory,medium,3,,,False
117,11,NCA-ECC,1.3,ICT,mandatory,medium,3,,,False
118,11,NCA-ECC,1.3,CLOUD,mandatory,medium,3,,,False
119,11,NCA-ECC,1.3,GOVERNMENT,mandatory,critical,3,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
120,11,NCA-ECC,1.3,ENERGY,mandatory,critical,3,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
121,11,NCA-ECC,1.3,DEFENSE,mandatory,medium,3,,,False
122,12,NCA-ECC,2.3,BANKING,mandatory,medium,4,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
123,12,NCA-ECC,2.3,INSURANCE,mandatory,low,4,,,False
124,12,NCA-ECC,2.3,CAPITAL_MARKETS,mandatory,low,4,,,False
125,12,NCA-ECC,2.3,FINTECH,mandatory,medium,4,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
126,12,NCA-ECC,2.3,HEALTHCARE,mandatory,medium,4,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
127,12,NCA-ECC,2.3,TELECOM,mandatory,low,4,,,False
128,12,NCA-ECC,2.3,ICT,mandatory,low,4,,,False
129,12,NCA-ECC,2.3,CLOUD,mandatory,low,4,,,False
130,12,NCA-ECC,2.3,GOVERNMENT,mandatory,high,4,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
131,12,NCA-ECC,2.3,ENERGY,mandatory,high,4,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
132,12,NCA-ECC,2.3,DEFENSE,mandatory,low,4,,,False
133,13,NCA-ECC,3.3,BANKING,mandatory,critical,1,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
134,13,NCA-ECC,3.3,INSURANCE,mandatory,critical,1,,,False
135,13,NCA-ECC,3.3,CAPITAL_MARKETS,mandatory,critical,1,,,False
136,13,NCA-ECC,3.3,FINTECH,mandatory,critical,1,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
137,13,NCA-ECC,3.3,HEALTHCARE,mandatory,critical,1,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
138,13,NCA-ECC,3.3,TELECOM,mandatory,critical,1,,,False
139,13,NCA-ECC,3.3,ICT,mandatory,critical,1,,,False
140,13,NCA-ECC,3.3,CLOUD,mandatory,critical,1,,,False
141,13,NCA-ECC,3.3,GOVERNMENT,mandatory,critical,1,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
142,13,NCA-ECC,3.3,ENERGY,mandatory,critical,1,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
143,13,NCA-ECC,3.3,DEFENSE,mandatory,critical,1,,,False
144,14,NCA-ECC,4.3,BANKING,mandatory,critical,2,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
145,14,NCA-ECC,4.3,INSURANCE,mandatory,high,2,,,False
146,14,NCA-ECC,4.3,CAPITAL_MARKETS,mandatory,high,2,,,False
147,14,NCA-ECC,4.3,FINTECH,mandatory,critical,2,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
148,14,NCA-ECC,4.3,HEALTHCARE,mandatory,critical,2,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
149,14,NCA-ECC,4.3,TELECOM,mandatory,high,2,,,False
150,14,NCA-ECC,4.3,ICT,mandatory,high,2,,,False
151,14,NCA-ECC,4.3,CLOUD,mandatory,high,2,,,False
152,14,NCA-ECC,4.3,GOVERNMENT,mandatory,critical,2,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
153,14,NCA-ECC,4.3,ENERGY,mandatory,critical,2,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
154,14,NCA-ECC,4.3,DEFENSE,mandatory,high,2,,,False
155,15,NCA-ECC,5.3,BANKING,mandatory,high,3,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
156,15,NCA-ECC,5.3,INSURANCE,mandatory,medium,3,,,False
157,15,NCA-ECC,5.3,CAPITAL_MARKETS,mandatory,medium,3,,,False
158,15,NCA-ECC,5.3,FINTECH,mandatory,high,3,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
159,15,NCA-ECC,5.3,HEALTHCARE,mandatory,high,3,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
160,15,NCA-ECC,5.3,TELECOM,mandatory,medium,3,,,False
161,15,NCA-ECC,5.3,ICT,mandatory,medium,3,,,False
162,15,NCA-ECC,5.3,CLOUD,mandatory,medium,3,,,False
163,15,NCA-ECC,5.3,GOVERNMENT,mandatory,critical,3,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
164,15,NCA-ECC,5.3,ENERGY,mandatory,critical,3,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
165,15,NCA-ECC,5.3,DEFENSE,mandatory,medium,3,,,False
166,16,NCA-ECC,1.4,BANKING,mandatory,medium,4,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
167,16,NCA-ECC,1.4,INSURANCE,mandatory,low,4,,,False
168,16,NCA-ECC,1.4,CAPITAL_MARKETS,mandatory,low,4,,,False
169,16,NCA-ECC,1.4,FINTECH,mandatory,medium,4,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
170,16,NCA-ECC,1.4,HEALTHCARE,mandatory,medium,4,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
171,16,NCA-ECC,1.4,TELECOM,mandatory,low,4,,,False
172,16,NCA-ECC,1.4,ICT,mandatory,low,4,,,False
173,16,NCA-ECC,1.4,CLOUD,mandatory,low,4,,,False
174,16,NCA-ECC,1.4,GOVERNMENT,mandatory,high,4,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
175,16,NCA-ECC,1.4,ENERGY,mandatory,high,4,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
176,16,NCA-ECC,1.4,DEFENSE,mandatory,low,4,,,False
177,17,NCA-ECC,2.4,BANKING,mandatory,critical,1,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
178,17,NCA-ECC,2.4,INSURANCE,mandatory,critical,1,,,False
179,17,NCA-ECC,2.4,CAPITAL_MARKETS,mandatory,critical,1,,,False
180,17,NCA-ECC,2.4,FINTECH,mandatory,critical,1,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
181,17,NCA-ECC,2.4,HEALTHCARE,mandatory,critical,1,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
182,17,NCA-ECC,2.4,TELECOM,mandatory,critical,1,,,False
183,17,NCA-ECC,2.4,ICT,mandatory,critical,1,,,False
184,17,NCA-ECC,2.4,CLOUD,mandatory,critical,1,,,False
185,17,NCA-ECC,2.4,GOVERNMENT,mandatory,critical,1,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
186,17,NCA-ECC,2.4,ENERGY,mandatory,critical,1,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
187,17,NCA-ECC,2.4,DEFENSE,mandatory,critical,1,,,False
188,18,NCA-ECC,3.4,BANKING,mandatory,critical,2,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
189,18,NCA-ECC,3.4,INSURANCE,mandatory,high,2,,,False
190,18,NCA-ECC,3.4,CAPITAL_MARKETS,mandatory,high,2,,,False
191,18,NCA-ECC,3.4,FINTECH,mandatory,critical,2,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
192,18,NCA-ECC,3.4,HEALTHCARE,mandatory,critical,2,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
193,18,NCA-ECC,3.4,TELECOM,mandatory,high,2,,,False
194,18,NCA-ECC,3.4,ICT,mandatory,high,2,,,False
195,18,NCA-ECC,3.4,CLOUD,mandatory,high,2,,,False
196,18,NCA-ECC,3.4,GOVERNMENT,mandatory,critical,2,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
197,18,NCA-ECC,3.4,ENERGY,mandatory,critical,2,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
198,18,NCA-ECC,3.4,DEFENSE,mandatory,high,2,,,False
199,19,NCA-ECC,4.4,BANKING,mandatory,high,3,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
200,19,NCA-ECC,4.4,INSURANCE,mandatory,medium,3,,,False
201,19,NCA-ECC,4.4,CAPITAL_MARKETS,mandatory,medium,3,,,False
202,19,NCA-ECC,4.4,FINTECH,mandatory,high,3,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
203,19,NCA-ECC,4.4,HEALTHCARE,mandatory,high,3,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
204,19,NCA-ECC,4.4,TELECOM,mandatory,medium,3,,,False
205,19,NCA-ECC,4.4,ICT,mandatory,medium,3,,,False
206,19,NCA-ECC,4.4,CLOUD,mandatory,medium,3,,,False
207,19,NCA-ECC,4.4,GOVERNMENT,mandatory,critical,3,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
208,19,NCA-ECC,4.4,ENERGY,mandatory,critical,3,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
209,19,NCA-ECC,4.4,DEFENSE,mandatory,medium,3,,,False
210,20,NCA-ECC,5.4,BANKING,mandatory,medium,4,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
211,20,NCA-ECC,5.4,INSURANCE,mandatory,low,4,,,False
212,20,NCA-ECC,5.4,CAPITAL_MARKETS,mandatory,low,4,,,False
213,20,NCA-ECC,5.4,FINTECH,mandatory,medium,4,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
214,20,NCA-ECC,5.4,HEALTHCARE,mandatory,medium,4,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
215,20,NCA-ECC,5.4,TELECOM,mandatory,low,4,,,False
216,20,NCA-ECC,5.4,ICT,mandatory,low,4,,,False
217,20,NCA-ECC,5.4,CLOUD,mandatory,low,4,,,False
218,20,NCA-ECC,5.4,GOVERNMENT,mandatory,high,4,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
219,20,NCA-ECC,5.4,ENERGY,mandatory,high,4,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
220,20,NCA-ECC,5.4,DEFENSE,mandatory,low,4,,,False
221,21,NCA-ECC,1.5,BANKING,mandatory,critical,1,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
222,21,NCA-ECC,1.5,INSURANCE,mandatory,critical,1,,,False
223,21,NCA-ECC,1.5,CAPITAL_MARKETS,mandatory,critical,1,,,False
224,21,NCA-ECC,1.5,FINTECH,mandatory,critical,1,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
225,21,NCA-ECC,1.5,HEALTHCARE,mandatory,critical,1,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
226,21,NCA-ECC,1.5,TELECOM,mandatory,critical,1,,,False
227,21,NCA-ECC,1.5,ICT,mandatory,critical,1,,,False
228,21,NCA-ECC,1.5,CLOUD,mandatory,critical,1,,,False
229,21,NCA-ECC,1.5,GOVERNMENT,mandatory,critical,1,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
230,21,NCA-ECC,1.5,ENERGY,mandatory,critical,1,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
231,21,NCA-ECC,1.5,DEFENSE,mandatory,critical,1,,,False
232,22,NCA-ECC,2.5,BANKING,mandatory,critical,2,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
233,22,NCA-ECC,2.5,INSURANCE,mandatory,high,2,,,False
234,22,NCA-ECC,2.5,CAPITAL_MARKETS,mandatory,high,2,,,False
235,22,NCA-ECC,2.5,FINTECH,mandatory,critical,2,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
236,22,NCA-ECC,2.5,HEALTHCARE,mandatory,critical,2,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
237,22,NCA-ECC,2.5,TELECOM,mandatory,high,2,,,False
238,22,NCA-ECC,2.5,ICT,mandatory,high,2,,,False
239,22,NCA-ECC,2.5,CLOUD,mandatory,high,2,,,False
240,22,NCA-ECC,2.5,GOVERNMENT,mandatory,critical,2,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
241,22,NCA-ECC,2.5,ENERGY,mandatory,critical,2,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
242,22,NCA-ECC,2.5,DEFENSE,mandatory,high,2,,,False
243,23,NCA-ECC,3.5,BANKING,mandatory,high,3,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
244,23,NCA-ECC,3.5,INSURANCE,mandatory,medium,3,,,False
245,23,NCA-ECC,3.5,CAPITAL_MARKETS,mandatory,medium,3,,,False
246,23,NCA-ECC,3.5,FINTECH,mandatory,high,3,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
247,23,NCA-ECC,3.5,HEALTHCARE,mandatory,high,3,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
248,23,NCA-ECC,3.5,TELECOM,mandatory,medium,3,,,False
249,23,NCA-ECC,3.5,ICT,mandatory,medium,3,,,False
250,23,NCA-ECC,3.5,CLOUD,mandatory,medium,3,,,False
251,23,NCA-ECC,3.5,GOVERNMENT,mandatory,critical,3,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
252,23,NCA-ECC,3.5,ENERGY,mandatory,critical,3,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
253,23,NCA-ECC,3.5,DEFENSE,mandatory,medium,3,,,False
254,24,NCA-ECC,4.5,BANKING,mandatory,medium,4,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
