id,control_id,framework_code,control_number,evidence_type_code,is_mandatory,requirement_description_en,expected_content_en,collection_frequency,retention_period_months,maximum_age_days,requires_attestation,attestation_role,display_order
49,9,NCA-ECC,4.2,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Third Party - Control 2,Documentation showing corrective control implementation,annually,36,365,False,,1
50,9,NCA-ECC,4.2,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Third Party - Control 2,Documentation showing corrective control implementation,annually,36,365,False,,2
51,9,NCA-ECC,4.2,TEST_RESULT,False,Provide test result demonstrating implementation of Third Party - Control 2,Documentation showing corrective control implementation,annually,36,365,False,,3
52,9,NCA-ECC,4.2,ATTESTATION,False,Provide attestation demonstrating implementation of Third Party - Control 2,Documentation showing corrective control implementation,annually,36,365,True,CISO,4
53,9,NCA-ECC,4.2,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Third Party - Control 2,Documentation showing corrective control implementation,annually,36,365,False,,5
54,9,NCA-ECC,4.2,CHANGE_RECORD,False,Provide change record demonstrating implementation of Third Party - Control 2,Documentation showing corrective control implementation,annually,36,365,False,,6
55,10,NCA-ECC,5.2,POLICY,True,Provide policy demonstrating implementation of ICS - Control 2,Documentation showing preventive control implementation,quarterly,36,90,False,,1
56,10,NCA-ECC,5.2,PROCEDURE,True,Provide procedure demonstrating implementation of ICS - Control 2,Documentation showing preventive control implementation,quarterly,36,90,False,,2
57,10,NCA-ECC,5.2,STANDARD,False,Provide standard demonstrating implementation of ICS - Control 2,Documentation showing preventive control implementation,quarterly,36,90,False,,3
58,10,NCA-ECC,5.2,CONFIG,False,Provide config demonstrating implementation of ICS - Control 2,Documentation showing preventive control implementation,quarterly,36,90,False,,4
59,10,NCA-ECC,5.2,TRAINING_RECORD,False,Provide training record demonstrating implementation of ICS - Control 2,Documentation showing preventive control implementation,quarterly,36,90,False,,5
60,10,NCA-ECC,5.2,APPROVAL,False,Provide approval demonstrating implementation of ICS - Control 2,Documentation showing preventive control implementation,quarterly,36,90,True,Management,6
61,11,NCA-ECC,1.3,LOG,True,Provide log demonstrating implementation of Governance - Control 3,Documentation showing detective control implementation,monthly,36,30,False,,1
62,11,NCA-ECC,1.3,REPORT,True,Provide report demonstrating implementation of Governance - Control 3,Documentation showing detective control implementation,monthly,36,30,False,,2
63,11,NCA-ECC,1.3,SCREENSHOT,False,Provide screenshot demonstrating implementation of Governance - Control 3,Documentation showing detective control implementation,monthly,36,30,False,,3
64,11,NCA-ECC,1.3,SCAN_REPORT,False,Provide scan report demonstrating implementation of Governance - Control 3,Documentation showing detective control implementation,monthly,36,30,False,,4
65,11,NCA-ECC,1.3,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Governance - Control 3,Documentation showing detective control implementation,monthly,36,30,False,,5
66,11,NCA-ECC,1.3,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Governance - Control 3,Documentation showing detective control implementation,monthly,36,30,False,,6
67,12,NCA-ECC,2.3,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Defense - Control 3,Documentation showing corrective control implementation,continuous,36,30,False,,1
68,12,NCA-ECC,2.3,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Defense - Control 3,Documentation showing corrective control implementation,continuous,36,30,False,,2
69,12,NCA-ECC,2.3,TEST_RESULT,False,Provide test result demonstrating implementation of Defense - Control 3,Documentation showing corrective control implementation,continuous,36,30,False,,3
70,12,NCA-ECC,2.3,ATTESTATION,False,Provide attestation demonstrating implementation of Defense - Control 3,Documentation showing corrective control implementation,continuous,36,30,True,CISO,4
71,12,NCA-ECC,2.3,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Defense - Control 3,Documentation showing corrective control implementation,continuous,36,30,False,,5
72,12,NCA-ECC,2.3,CHANGE_RECORD,False,Provide change record demonstrating implementation of Defense - Control 3,Documentation showing corrective control implementation,continuous,36,30,False,,6
73,13,NCA-ECC,3.3,POLICY,True,Provide policy demonstrating implementation of Resilience - Control 3,Documentation showing preventive control implementation,annually,36,365,False,,1
74,13,NCA-ECC,3.3,PROCEDURE,True,Provide procedure demonstrating implementation of Resilience - Control 3,Documentation showing preventive control implementation,annually,36,365,False,,2
75,13,NCA-ECC,3.3,STANDARD,False,Provide standard demonstrating implementation of Resilience - Control 3,Documentation showing preventive control implementation,annually,36,365,False,,3
76,13,NCA-ECC,3.3,CONFIG,False,Provide config demonstrating implementation of Resilience - Control 3,Documentation showing preventive control implementation,annually,36,365,False,,4
77,13,NCA-ECC,3.3,TRAINING_RECORD,False,Provide training record demonstrating implementation of Resilience - Control 3,Documentation showing preventive control implementation,annually,36,365,False,,5
78,13,NCA-ECC,3.3,APPROVAL,False,Provide approval demonstrating implementation of Resilience - Control 3,Documentation showing preventive control implementation,annually,36,365,True,Management,6
79,14,NCA-ECC,4.3,LOG,True,Provide log demonstrating implementation of Third Party - Control 3,Documentation showing detective control implementation,quarterly,36,90,False,,1
80,14,NCA-ECC,4.3,REPORT,True,Provide report demonstrating implementation of Third Party - Control 3,Documentation showing detective control implementation,quarterly,36,90,False,,2
81,14,NCA-ECC,4.3,SCREENSHOT,False,Provide screenshot demonstrating implementation of Third Party - Control 3,Documentation showing detective control implementation,quarterly,36,90,False,,3
82,14,NCA-ECC,4.3,SCAN_REPORT,False,Provide scan report demonstrating implementation of Third Party - Control 3,Documentation showing detective control implementation,quarterly,36,90,False,,4
83,14,NCA-ECC,4.3,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Third Party - Control 3,Documentation showing detective control implementation,quarterly,36,90,False,,5
84,14,NCA-ECC,4.3,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Third Party - Control 3,Documentation showing detective control implementation,quarterly,36,90,False,,6
85,15,NCA-ECC,5.3,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of ICS - Control 3,Documentation showing corrective control implementation,monthly,36,30,False,,1
86,15,NCA-ECC,5.3,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of ICS - Control 3,Documentation showing corrective control implementation,monthly,36,30,False,,2
87,15,NCA-ECC,5.3,TEST_RESULT,False,Provide test result demonstrating implementation of ICS - Control 3,Documentation showing corrective control implementation,monthly,36,30,False,,3
88,15,NCA-ECC,5.3,ATTESTATION,False,Provide attestation demonstrating implementation of ICS - Control 3,Documentation showing corrective control implementation,monthly,36,30,True,CISO,4
89,15,NCA-ECC,5.3,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of ICS - Control 3,Documentation showing corrective control implementation,monthly,36,30,False,,5
90,15,NCA-ECC,5.3,CHANGE_RECORD,False,Provide change record demonstrating implementation of ICS - Control 3,Documentation showing corrective control implementation,monthly,36,30,False,,6
91,16,NCA-ECC,1.4,POLICY,True,Provide policy demonstrating implementation of Governance - Control 4,Documentation showing preventive control implementation,continuous,36,30,False,,1
92,16,NCA-ECC,1.4,PROCEDURE,True,Provide procedure demonstrating implementation of Governance - Control 4,Documentation showing preventive control implementation,continuous,36,30,False,,2
93,16,NCA-ECC,1.4,STANDARD,False,Provide standard demonstrating implementation of Governance - Control 4,Documentation showing preventive control implementation,continuous,36,30,False,,3
94,16,NCA-ECC,1.4,CONFIG,False,Provide config demonstrating implementation of Governance - Control 4,Documentation showing preventive control implementation,continuous,36,30,False,,4
95,16,NCA-ECC,1.4,TRAINING_RECORD,False,Provide training record demonstrating implementation of Governance - Control 4,Documentation showing preventive control implementation,continuous,36,30,False,,5
96,16,NCA-ECC,1.4,APPROVAL,False,Provide approval demonstrating implementation of Governance - Control 4,Documentation showing preventive control implementation,continuous,36,30,True,Management,6
97,17,NCA-ECC,2.4,LOG,True,Provide log demonstrating implementation of Defense - Control 4,Documentation showing detective control implementation,annually,36,365,False,,1
98,17,NCA-ECC,2.4,REPORT,True,Provide report demonstrating implementation of Defense - Control 4,Documentation showing detective control implementation,annually,36,365,False,,2
99,17,NCA-ECC,2.4,SCREENSHOT,False,Provide screenshot demonstrating implementation of Defense - Control 4,Documentation showing detective control implementation,annually,36,365,False,,3
100,17,NCA-ECC,2.4,SCAN_REPORT,False,Provide scan report demonstrating implementation of Defense - Control 4,Documentation showing detective control implementation,annually,36,365,False,,4
101,17,NCA-ECC,2.4,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Defense - Control 4,Documentation showing detective control implementation,annually,36,365,False,,5
102,17,NCA-ECC,2.4,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Defense - Control 4,Documentation showing detective control implementation,annually,36,365,False,,6
103,18,NCA-ECC,3.4,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Resilience - Control 4,Documentation showing corrective control implementation,quarterly,36,90,False,,1
104,18,NCA-ECC,3.4,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Resilience - Control 4,Documentation showing corrective control implementation,quarterly,36,90,False,,2
105,18,NCA-ECC,3.4,TEST_RESULT,False,Provide test result demonstrating implementation of Resilience - Control 4,Documentation showing corrective control implementation,quarterly,36,90,False,,3
106,18,NCA-ECC,3.4,ATTESTATION,False,Provide attestation demonstrating implementation of Resilience - Control 4,Documentation showing corrective control implementation,quarterly,36,90,True,CISO,4
107,18,NCA-ECC,3.4,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Resilience - Control 4,Documentation showing corrective control implementation,quarterly,36,90,False,,5
108,18,NCA-ECC,3.4,CHANGE_RECORD,False,Provide change record demonstrating implementation of Resilience - Control 4,Documentation showing corrective control implementation,quarterly,36,90,False,,6
109,19,NCA-ECC,4.4,POLICY,True,Provide policy demonstrating implementation of Third Party - Control 4,Documentation showing preventive control implementation,monthly,36,30,False,,1
110,19,NCA-ECC,4.4,PROCEDURE,True,Provide procedure demonstrating implementation of Third Party - Control 4,Documentation showing preventive control implementation,monthly,36,30,False,,2
111,19,NCA-ECC,4.4,STANDARD,False,Provide standard demonstrating implementation of Third Party - Control 4,Documentation showing preventive control implementation,monthly,36,30,False,,3
112,19,NCA-ECC,4.4,CONFIG,False,Provide config demonstrating implementation of Third Party - Control 4,Documentation showing preventive control implementation,monthly,36,30,False,,4
113,19,NCA-ECC,4.4,TRAINING_RECORD,False,Provide training record demonstrating implementation of Third Party - Control 4,Documentation showing preventive control implementation,monthly,36,30,False,,5
114,19,NCA-ECC,4.4,APPROVAL,False,Provide approval demonstrating implementation of Third Party - Control 4,Documentation showing preventive control implementation,monthly,36,30,True,Management,6
115,20,NCA-ECC,5.4,LOG,True,Provide log demonstrating implementation of ICS - Control 4,Documentation showing detective control implementation,continuous,36,30,False,,1
116,20,NCA-ECC,5.4,REPORT,True,Provide report demonstrating implementation of ICS - Control 4,Documentation showing detective control implementation,continuous,36,30,False,,2
117,20,NCA-ECC,5.4,SCREENSHOT,False,Provide screenshot demonstrating implementation of ICS - Control 4,Documentation showing detective control implementation,continuous,36,30,False,,3
118,20,NCA-ECC,5.4,SCAN_REPORT,False,Provide scan report demonstrating implementation of ICS - Control 4,Documentation showing detective control implementation,continuous,36,30,False,,4
119,20,NCA-ECC,5.4,ACCESS_REVIEW,False,Provide access review demonstrating implementation of ICS - Control 4,Documentation showing detective control implementation,continuous,36,30,False,,5
120,20,NCA-ECC,5.4,AUDIT_REPORT,False,Provide audit report demonstrating implementation of ICS - Control 4,Documentation showing detective control implementation,continuous,36,30,False,,6
121,21,NCA-ECC,1.5,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Governance - Control 5,Documentation showing corrective control implementation,annually,36,365,False,,1
122,21,NCA-ECC,1.5,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Governance - Control 5,Documentation showing corrective control implementation,annually,36,365,False,,2
123,21,NCA-ECC,1.5,TEST_RESULT,False,Provide test result demonstrating implementation of Governance - Control 5,Documentation showing corrective control implementation,annually,36,365,False,,3
124,21,NCA-ECC,1.5,ATTESTATION,False,Provide attestation demonstrating implementation of Governance - Control 5,Documentation showing corrective control implementation,annually,36,365,True,CISO,4
125,21,NCA-ECC,1.5,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Governance - Control 5,Documentation showing corrective control implementation,annually,36,365,False,,5
126,21,NCA-ECC,1.5,CHANGE_RECORD,False,Provide change record demonstrating implementation of Governance - Control 5,Documentation showing corrective control implementation,annually,36,365,False,,6
127,22,NCA-ECC,2.5,POLICY,True,Provide policy demonstrating implementation of Defense - Control 5,Documentation showing preventive control implementation,quarterly,36,90,False,,1
128,22,NCA-ECC,2.5,PROCEDURE,True,Provide procedure demonstrating implementation of Defense - Control 5,Documentation showing preventive control implementation,quarterly,36,90,False,,2
129,22,NCA-ECC,2.5,STANDARD,False,Provide standard demonstrating implementation of Defense - Control 5,Documentation showing preventive control implementation,quarterly,36,90,False,,3
130,22,NCA-ECC,2.5,CONFIG,False,Provide config demonstrating implementation of Defense - Control 5,Documentation showing preventive control implementation,quarterly,36,90,False,,4
131,22,NCA-ECC,2.5,TRAINING_RECORD,False,Provide training record demonstrating implementation of Defense - Control 5,Documentation showing preventive control implementation,quarterly,36,90,False,,5
132,22,NCA-ECC,2.5,APPROVAL,False,Provide approval demonstrating implementation of Defense - Control 5,Documentation showing preventive control implementation,quarterly,36,90,True,Management,6
133,23,NCA-ECC,3.5,LOG,True,Provide log demonstrating implementation of Resilience - Control 5,Documentation showing detective control implementation,monthly,36,30,False,,1
134,23,NCA-ECC,3.5,REPORT,True,Provide report demonstrating implementation of Resilience - Control 5,Documentation showing detective control implementation,monthly,36,30,False,,2
135,23,NCA-ECC,3.5,SCREENSHOT,False,Provide screenshot demonstrating implementation of Resilience - Control 5,Documentation showing detective control implementation,monthly,36,30,False,,3
136,23,NCA-ECC,3.5,SCAN_REPORT,False,Provide scan report demonstrating implementation of Resilience - Control 5,Documentation showing detective control implementation,monthly,36,30,False,,4
137,23,NCA-ECC,3.5,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Resilience - Control 5,Documentation showing detective control implementation,monthly,36,30,False,,5
138,23,NCA-ECC,3.5,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Resilience - Control 5,Documentation showing detective control implementation,monthly,36,30,False,,6
139,24,NCA-ECC,4.5,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Third Party - Control 5,Documentation showing corrective control implementation,continuous,36,30,False,,1
140,24,NCA-ECC,4.5,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Third Party - Control 5,Documentation showing corrective control implementation,continuous,36,30,False,,2
141,24,NCA-ECC,4.5,TEST_RESULT,False,Provide test result demonstrating implementation of Third Party - Control 5,Documentation showing corrective control implementation,continuous,36,30,False,,3
142,24,NCA-ECC,4.5,ATTESTATION,False,Provide attestation demonstrating implementation of Third Party - Control 5,Documentation showing corrective control implementation,continuous,36,30,True,CISO,4
143,24,NCA-ECC,4.5,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Third Party - Control 5,Documentation showing corrective control implementation,continuous,36,30,False,,5
144,24,NCA-ECC,4.5,CHANGE_RECORD,False,Provide change record demonstrating implementation of Third Party - Control 5,Documentation showing corrective control implementation,continuous,36,30,False,,6
145,25,NCA-ECC,5.5,POLICY,True,Provide policy demonstrating implementation of ICS - Control 5,Documentation showing preventive control implementation,annually,36,365,False,,1
146,25,NCA-ECC,5.5,PROCEDURE,True,Provide procedure demonstrating implementation of ICS - Control 5,Documentation showing preventive control implementation,annually,36,365,False,,2
147,25,NCA-ECC,5.5,STANDARD,False,Provide standard demonstrating implementation of ICS - Control 5,Documentation showing preventive control implementation,annually,36,365,False,,3
148,25,NCA-ECC,5.5,CONFIG,False,Provide config demonstrating implementation of ICS - Control 5,Documentation showing preventive control implementation,annually,36,365,False,,4
149,25,NCA-ECC,5.5,TRAINING_RECORD,False,Provide training record demonstrating implementation of ICS - Control 5,Documentation showing preventive control implementation,annually,36,365,False,,5
150,25,NCA-ECC,5.5,APPROVAL,False,Provide approval demonstrating implementation of ICS - Control 5,Documentation showing preventive control implementation,annually,36,365,True,Management,6
151,26,NCA-ECC,1.6,LOG,True,Provide log demonstrating implementation of Governance - Control 6,Documentation showing detective control implementation,quarterly,36,90,False,,1
152,26,NCA-ECC,1.6,REPORT,True,Provide report demonstrating implementation of Governance - Control 6,Documentation showing detective control implementation,quarterly,36,90,False,,2
153,26,NCA-ECC,1.6,SCREENSHOT,False,Provide screenshot demonstrating implementation of Governance - Control 6,Documentation showing detective control implementation,quarterly,36,90,False,,3
154,26,NCA-ECC,1.6,SCAN_REPORT,False,Provide scan report demonstrating implementation of Governance - Control 6,Documentation showing detective control implementation,quarterly,36,90,False,,4
155,26,NCA-ECC,1.6,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Governance - Control 6,Documentation showing detective control implementation,quarterly,36,90,False,,5
156,26,NCA-ECC,1.6,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Governance - Control 6,Documentation showing detective control implementation,quarterly,36,90,False,,6
157,27,NCA-ECC,2.6,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Defense - Control 6,Documentation showing corrective control implementation,monthly,36,30,False,,1
158,27,NCA-ECC,2.6,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Defense - Control 6,Documentation showing corrective control implementation,monthly,36,30,False,,2
159,27,NCA-ECC,2.6,TEST_RESULT,False,Provide test result demonstrating implementation of Defense - Control 6,Documentation showing corrective control implementation,monthly,36,30,False,,3
160,27,NCA-ECC,2.6,ATTESTATION,False,Provide attestation demonstrating implementation of Defense - Control 6,Documentation showing corrective control implementation,monthly,36,30,True,CISO,4
161,27,NCA-ECC,2.6,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Defense - Control 6,Documentation showing corrective control implementation,monthly,36,30,False,,5
162,27,NCA-ECC,2.6,CHANGE_RECORD,False,Provide change record demonstrating implementation of Defense - Control 6,Documentation showing corrective control implementation,monthly,36,30,False,,6
163,28,NCA-ECC,3.6,POLICY,True,Provide policy demonstrating implementation of Resilience - Control 6,Documentation showing preventive control implementation,continuous,36,30,False,,1
164,28,NCA-ECC,3.6,PROCEDURE,True,Provide procedure demonstrating implementation of Resilience - Control 6,Documentation showing preventive control implementation,continuous,36,30,False,,2
165,28,NCA-ECC,3.6,STANDARD,False,Provide standard demonstrating implementation of Resilience - Control 6,Documentation showing preventive control implementation,continuous,36,30,False,,3
166,28,NCA-ECC,3.6,CONFIG,False,Provide config demonstrating implementation of Resilience - Control 6,Documentation showing preventive control implementation,continuous,36,30,False,,4
167,28,NCA-ECC,3.6,TRAINING_RECORD,False,Provide training record demonstrating implementation of Resilience - Control 6,Documentation showing preventive control implementation,continuous,36,30,False,,5
168,28,NCA-ECC,3.6,APPROVAL,False,Provide approval demonstrating implementation of Resilience - Control 6,Documentation showing preventive control implementation,continuous,36,30,True,Management,6
169,29,NCA-ECC,4.6,LOG,True,Provide log demonstrating implementation of Third Party - Control 6,Documentation showing detective control implementation,annually,36,365,False,,1
170,29,NCA-ECC,4.6,REPORT,True,Provide report demonstrating implementation of Third Party - Control 6,Documentation showing detective control implementation,annually,36,365,False,,2
171,29,NCA-ECC,4.6,SCREENSHOT,False,Provide screenshot demonstrating implementation of Third Party - Control 6,Documentation showing detective control implementation,annually,36,365,False,,3
172,29,NCA-ECC,4.6,SCAN_REPORT,False,Provide scan report demonstrating implementation of Third Party - Control 6,Documentation showing detective control implementation,annually,36,365,False,,4
173,29,NCA-ECC,4.6,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Third Party - Control 6,Documentation showing detective control implementation,annually,36,365,False,,5
174,29,NCA-ECC,4.6,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Third Party - Control 6,Documentation showing detective control implementation,annually,36,365,False,,6
175,30,NCA-ECC,5.6,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of ICS - Control 6,Documentation showing corrective control implementation,quarterly,36,90,False,,1
176,30,NCA-ECC,5.6,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of ICS - Control 6,Documentation showing corrective control implementation,quarterly,36,90,False,,2
177,30,NCA-ECC,5.6,TEST_RESULT,False,Provide test result demonstrating implementation of ICS - Control 6,Documentation showing corrective control implementation,quarterly,36,90,False,,3
178,30,NCA-ECC,5.6,ATTESTATION,False,Provide attestation demonstrating implementation of ICS - Control 6,Documentation showing corrective control implementation,quarterly,36,90,True,CISO,4
