persona_id,sector,size,org_type,framework,key_evidence
1,BANKING,ENTERPRISE,JSC_LISTED,PCI-DSS,Network Segmentation Diagram
1,BANKING,ENTERPRISE,JSC_LISTED,PDPL,Privacy Notice
1,BANKING,ENTERPRISE,JSC_LISTED,PDPL,ROPA
1,BANKING,ENTERPRISE,JSC_LISTED,PDPL,DPIA
1,BANKING,ENTERPRISE,JSC_LISTED,PDPL,Consent Records
1,BANKING,ENTERPRISE,JSC_LISTED,PDPL,DSR Log
1,BANKING,ENTERPRISE,JSC_LISTED,PDPL,Breach Notification (72h SDAIA)
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-AML,KYC Records
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-AML,Suspicious Transaction Reports
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-AML,Sanctions Screening Logs
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-AML,Annual AML Report
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-BCM,BCM Plan
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-BCM,BIA
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-BCM,BCP Test Results
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-BCM,Recovery Time Objectives
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-CSF,Board CISO Charter
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-CSF,Risk Methodology
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-CSF,PAM Logs
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-CSF,4-Hour SAMA Notification
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-ITGF,IT Governance Charter
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-ITGF,Change Management Records
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-ITGF,DR Test Results
1,BANKING,ENTERPRISE,JSC_LISTED,ZATCA-EINV,E-Invoice XML/UBL Files
1,BANKING,ENTERPRISE,JSC_LISTED,ZATCA-EINV,QR Code Compliance
1,BANKING,ENTERPRISE,JSC_LISTED,ZATCA-EINV,Phase-2 Integration Cert
1,BANKING,ENTERPRISE,JSC_LISTED,ZATCA-VAT,VAT Returns
1,BANKING,ENTERPRISE,JSC_LISTED,ZATCA-VAT,Tax Invoices
1,BANKING,ENTERPRISE,JSC_LISTED,ZATCA-VAT,Input/Output VAT Reconciliation
1,BANKING,ENTERPRISE,JSC_LISTED,CMA-CG,Board Composition
1,BANKING,ENTERPRISE,JSC_LISTED,CMA-CG,Board Charter
1,BANKING,ENTERPRISE,JSC_LISTED,CMA-CG,Audit Committee Charter
1,BANKING,ENTERPRISE,JSC_LISTED,CMA-CG,Related Party Transactions Log
1,BANKING,ENTERPRISE,JSC_LISTED,PCI-DSS,AOC
1,BANKING,ENTERPRISE,JSC_LISTED,PCI-DSS,ROC (Level 1)
1,BANKING,ENTERPRISE,JSC_LISTED,PCI-DSS,ASV Scan Reports
1,BANKING,ENTERPRISE,JSC_LISTED,PCI-DSS,Network Segmentation Diagram
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-PSR,Payment Service License
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-PSR,Settlement Records
1,BANKING,ENTERPRISE,JSC_LISTED,SAMA-PSR,Customer Complaint Log
1,BANKING,ENTERPRISE,JSC_LISTED,SWIFT-CSP,SWIFT CSP Self-Attestation
1,BANKING,ENTERPRISE,JSC_LISTED,SWIFT-CSP,Local Authority Assessment
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-CG,Board Composition
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-CG,Board Charter
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-CG,Audit Committee Charter
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-CG,Related Party Transactions Log
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-DISCLOSURE,Annual Report
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-DISCLOSURE,Material Event Disclosures
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-DISCLOSURE,Insider Trading Logs
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-IC,Internal Controls Assessment
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-IC,External Audit Report
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-IC,Internal Audit Plan
2,BANKING,ENTERPRISE,JSC_LISTED,MHRSD-LABOR,Employment Contracts
2,BANKING,ENTERPRISE,JSC_LISTED,MHRSD-LABOR,Wage Protection System
2,BANKING,ENTERPRISE,JSC_LISTED,MHRSD-LABOR,GOSI Registration
2,BANKING,ENTERPRISE,JSC_LISTED,MHRSD-SAUDIZATION,Nitaqat Tier Certificate
2,BANKING,ENTERPRISE,JSC_LISTED,MHRSD-SAUDIZATION,Saudi Employee Quota Compliance
2,BANKING,ENTERPRISE,JSC_LISTED,MHRSD-SAUDIZATION,Mowamh Reports
2,BANKING,ENTERPRISE,JSC_LISTED,MOCI-COMPANIES,Commercial Registration
2,BANKING,ENTERPRISE,JSC_LISTED,MOCI-COMPANIES,Articles of Association
2,BANKING,ENTERPRISE,JSC_LISTED,MOCI-COMPANIES,Annual Filing
2,BANKING,ENTERPRISE,JSC_LISTED,NCA-ECC,Cybersecurity Strategy
2,BANKING,ENTERPRISE,JSC_LISTED,NCA-ECC,Risk Register
2,BANKING,ENTERPRISE,JSC_LISTED,NCA-ECC,MFA Configuration
2,BANKING,ENTERPRISE,JSC_LISTED,NCA-ECC,SIEM Logs
2,BANKING,ENTERPRISE,JSC_LISTED,NCA-ECC,Pen Test Report
2,BANKING,ENTERPRISE,JSC_LISTED,NCA-ECC,Incident Response Plan
2,BANKING,ENTERPRISE,JSC_LISTED,NCNICC,Cybersecurity Self-Assessment
2,BANKING,ENTERPRISE,JSC_LISTED,NCNICC,Risk Register
2,BANKING,ENTERPRISE,JSC_LISTED,NCNICC,Annual NCA Filing
2,BANKING,ENTERPRISE,JSC_LISTED,PDPL,Privacy Notice
2,BANKING,ENTERPRISE,JSC_LISTED,PDPL,ROPA
2,BANKING,ENTERPRISE,JSC_LISTED,PDPL,DPIA
2,BANKING,ENTERPRISE,JSC_LISTED,PDPL,Consent Records
2,BANKING,ENTERPRISE,JSC_LISTED,PDPL,DSR Log
2,BANKING,ENTERPRISE,JSC_LISTED,PDPL,Breach Notification (72h SDAIA)
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-AML,KYC Records
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-AML,Suspicious Transaction Reports
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-AML,Sanctions Screening Logs
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-AML,Annual AML Report
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-BCM,BCM Plan
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-BCM,BIA
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-BCM,BCP Test Results
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-BCM,Recovery Time Objectives
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-CSF,Board CISO Charter
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-CSF,Risk Methodology
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-CSF,PAM Logs
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-CSF,4-Hour SAMA Notification
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-ITGF,IT Governance Charter
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-ITGF,Change Management Records
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-ITGF,DR Test Results
2,BANKING,ENTERPRISE,JSC_LISTED,ZATCA-EINV,E-Invoice XML/UBL Files
2,BANKING,ENTERPRISE,JSC_LISTED,ZATCA-EINV,QR Code Compliance
2,BANKING,ENTERPRISE,JSC_LISTED,ZATCA-EINV,Phase-2 Integration Cert
2,BANKING,ENTERPRISE,JSC_LISTED,ZATCA-VAT,VAT Returns
2,BANKING,ENTERPRISE,JSC_LISTED,ZATCA-VAT,Tax Invoices
2,BANKING,ENTERPRISE,JSC_LISTED,ZATCA-VAT,Input/Output VAT Reconciliation
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-CG,Board Composition
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-CG,Board Charter
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-CG,Audit Committee Charter
2,BANKING,ENTERPRISE,JSC_LISTED,CMA-CG,Related Party Transactions Log
2,BANKING,ENTERPRISE,JSC_LISTED,PCI-DSS,AOC
2,BANKING,ENTERPRISE,JSC_LISTED,PCI-DSS,ROC (Level 1)
2,BANKING,ENTERPRISE,JSC_LISTED,PCI-DSS,ASV Scan Reports
2,BANKING,ENTERPRISE,JSC_LISTED,PCI-DSS,Network Segmentation Diagram
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-PSR,Payment Service License
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-PSR,Settlement Records
2,BANKING,ENTERPRISE,JSC_LISTED,SAMA-PSR,Customer Complaint Log
2,BANKING,ENTERPRISE,JSC_LISTED,SWIFT-CSP,SWIFT CSP Self-Attestation
2,BANKING,ENTERPRISE,JSC_LISTED,SWIFT-CSP,Local Authority Assessment
3,BANKING,LARGE,FOREIGN_BRANCH,MHRSD-LABOR,Employment Contracts
3,BANKING,LARGE,FOREIGN_BRANCH,MHRSD-LABOR,Wage Protection System
3,BANKING,LARGE,FOREIGN_BRANCH,MHRSD-LABOR,GOSI Registration
3,BANKING,LARGE,FOREIGN_BRANCH,MHRSD-SAUDIZATION,Nitaqat Tier Certificate
3,BANKING,LARGE,FOREIGN_BRANCH,MHRSD-SAUDIZATION,Saudi Employee Quota Compliance
3,BANKING,LARGE,FOREIGN_BRANCH,MHRSD-SAUDIZATION,Mowamh Reports
3,BANKING,LARGE,FOREIGN_BRANCH,MOCI-COMPANIES,Commercial Registration
3,BANKING,LARGE,FOREIGN_BRANCH,MOCI-COMPANIES,Articles of Association
3,BANKING,LARGE,FOREIGN_BRANCH,MOCI-COMPANIES,Annual Filing
3,BANKING,LARGE,FOREIGN_BRANCH,MOCI-CONSUMER,Refund/Return Policy
3,BANKING,LARGE,FOREIGN_BRANCH,MOCI-CONSUMER,Pricing Display
3,BANKING,LARGE,FOREIGN_BRANCH,MOCI-CONSUMER,Complaint Handling Log
3,BANKING,LARGE,FOREIGN_BRANCH,NCA-ECC,Cybersecurity Strategy
3,BANKING,LARGE,FOREIGN_BRANCH,NCA-ECC,Risk Register
3,BANKING,LARGE,FOREIGN_BRANCH,NCA-ECC,MFA Configuration
3,BANKING,LARGE,FOREIGN_BRANCH,NCA-ECC,SIEM Logs
3,BANKING,LARGE,FOREIGN_BRANCH,NCA-ECC,Pen Test Report
3,BANKING,LARGE,FOREIGN_BRANCH,NCA-ECC,Incident Response Plan
3,BANKING,LARGE,FOREIGN_BRANCH,NCNICC,Cybersecurity Self-Assessment
3,BANKING,LARGE,FOREIGN_BRANCH,NCNICC,Risk Register
3,BANKING,LARGE,FOREIGN_BRANCH,NCNICC,Annual NCA Filing
3,BANKING,LARGE,FOREIGN_BRANCH,PCI-DSS,AOC
3,BANKING,LARGE,FOREIGN_BRANCH,PCI-DSS,ROC (Level 1)
3,BANKING,LARGE,FOREIGN_BRANCH,PCI-DSS,ASV Scan Reports
3,BANKING,LARGE,FOREIGN_BRANCH,PCI-DSS,Network Segmentation Diagram
3,BANKING,LARGE,FOREIGN_BRANCH,PDPL,Privacy Notice
3,BANKING,LARGE,FOREIGN_BRANCH,PDPL,ROPA
3,BANKING,LARGE,FOREIGN_BRANCH,PDPL,DPIA
3,BANKING,LARGE,FOREIGN_BRANCH,PDPL,Consent Records
3,BANKING,LARGE,FOREIGN_BRANCH,PDPL,DSR Log
3,BANKING,LARGE,FOREIGN_BRANCH,PDPL,Breach Notification (72h SDAIA)
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-AML,KYC Records
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-AML,Suspicious Transaction Reports
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-AML,Sanctions Screening Logs
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-AML,Annual AML Report
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-BCM,BCM Plan
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-BCM,BIA
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-BCM,BCP Test Results
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-BCM,Recovery Time Objectives
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-CSF,Board CISO Charter
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-CSF,Risk Methodology
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-CSF,PAM Logs
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-CSF,4-Hour SAMA Notification
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-ITGF,IT Governance Charter
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-ITGF,Change Management Records
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-ITGF,DR Test Results
3,BANKING,LARGE,FOREIGN_BRANCH,ZATCA-EINV,E-Invoice XML/UBL Files
3,BANKING,LARGE,FOREIGN_BRANCH,ZATCA-EINV,QR Code Compliance
3,BANKING,LARGE,FOREIGN_BRANCH,ZATCA-EINV,Phase-2 Integration Cert
3,BANKING,LARGE,FOREIGN_BRANCH,ZATCA-VAT,VAT Returns
3,BANKING,LARGE,FOREIGN_BRANCH,ZATCA-VAT,Tax Invoices
3,BANKING,LARGE,FOREIGN_BRANCH,ZATCA-VAT,Input/Output VAT Reconciliation
3,BANKING,LARGE,FOREIGN_BRANCH,CMA-CG,Board Composition
3,BANKING,LARGE,FOREIGN_BRANCH,CMA-CG,Board Charter
3,BANKING,LARGE,FOREIGN_BRANCH,CMA-CG,Audit Committee Charter
3,BANKING,LARGE,FOREIGN_BRANCH,CMA-CG,Related Party Transactions Log
3,BANKING,LARGE,FOREIGN_BRANCH,PCI-DSS,AOC
3,BANKING,LARGE,FOREIGN_BRANCH,PCI-DSS,ROC (Level 1)
3,BANKING,LARGE,FOREIGN_BRANCH,PCI-DSS,ASV Scan Reports
3,BANKING,LARGE,FOREIGN_BRANCH,PCI-DSS,Network Segmentation Diagram
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-PSR,Payment Service License
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-PSR,Settlement Records
3,BANKING,LARGE,FOREIGN_BRANCH,SAMA-PSR,Customer Complaint Log
3,BANKING,LARGE,FOREIGN_BRANCH,SWIFT-CSP,SWIFT CSP Self-Attestation
3,BANKING,LARGE,FOREIGN_BRANCH,SWIFT-CSP,Local Authority Assessment
4,FINTECH,SMALL,LLC,MHRSD-LABOR,Employment Contracts
4,FINTECH,SMALL,LLC,MHRSD-LABOR,Wage Protection System
4,FINTECH,SMALL,LLC,MHRSD-LABOR,GOSI Registration
4,FINTECH,SMALL,LLC,MOCI-CONSUMER,Refund/Return Policy
4,FINTECH,SMALL,LLC,MOCI-CONSUMER,Pricing Display
4,FINTECH,SMALL,LLC,MOCI-CONSUMER,Complaint Handling Log
4,FINTECH,SMALL,LLC,MOCI-ECOM,E-Commerce License
4,FINTECH,SMALL,LLC,MOCI-ECOM,Terms & Conditions
4,FINTECH,SMALL,LLC,MOCI-ECOM,Customer Authentication
4,FINTECH,SMALL,LLC,NCA-CCC,Cloud Architecture
4,FINTECH,SMALL,LLC,NCA-CCC,Cloud Provider Assessment
4,FINTECH,SMALL,LLC,NCA-CCC,Data Residency Cert
4,FINTECH,SMALL,LLC,NCA-ECC,Cybersecurity Strategy
4,FINTECH,SMALL,LLC,NCA-ECC,Risk Register
4,FINTECH,SMALL,LLC,NCA-ECC,MFA Configuration
4,FINTECH,SMALL,LLC,NCA-ECC,SIEM Logs
4,FINTECH,SMALL,LLC,NCA-ECC,Pen Test Report
4,FINTECH,SMALL,LLC,NCA-ECC,Incident Response Plan
4,FINTECH,SMALL,LLC,NCNICC,Cybersecurity Self-Assessment
4,FINTECH,SMALL,LLC,NCNICC,Risk Register
4,FINTECH,SMALL,LLC,NCNICC,Annual NCA Filing
4,FINTECH,SMALL,LLC,PCI-DSS,AOC
4,FINTECH,SMALL,LLC,PCI-DSS,ROC (Level 1)
4,FINTECH,SMALL,LLC,PCI-DSS,ASV Scan Reports
4,FINTECH,SMALL,LLC,PCI-DSS,Network Segmentation Diagram
4,FINTECH,SMALL,LLC,PDPL,Privacy Notice
4,FINTECH,SMALL,LLC,PDPL,ROPA
4,FINTECH,SMALL,LLC,PDPL,DPIA
4,FINTECH,SMALL,LLC,PDPL,Consent Records
4,FINTECH,SMALL,LLC,PDPL,DSR Log
4,FINTECH,SMALL,LLC,PDPL,Breach Notification (72h SDAIA)
4,FINTECH,SMALL,LLC,SAMA-CSF,Board CISO Charter
4,FINTECH,SMALL,LLC,SAMA-CSF,Risk Methodology
4,FINTECH,SMALL,LLC,SAMA-CSF,PAM Logs
4,FINTECH,SMALL,LLC,SAMA-CSF,4-Hour SAMA Notification
4,FINTECH,SMALL,LLC,SAMA-PSR,Payment Service License
4,FINTECH,SMALL,LLC,SAMA-PSR,Settlement Records
4,FINTECH,SMALL,LLC,SAMA-PSR,Customer Complaint Log
4,FINTECH,SMALL,LLC,ZATCA-EINV,E-Invoice XML/UBL Files
4,FINTECH,SMALL,LLC,ZATCA-EINV,QR Code Compliance
4,FINTECH,SMALL,LLC,ZATCA-EINV,Phase-2 Integration Cert
4,FINTECH,SMALL,LLC,PCI-DSS,AOC
4,FINTECH,SMALL,LLC,PCI-DSS,ROC (Level 1)
4,FINTECH,SMALL,LLC,PCI-DSS,ASV Scan Reports
4,FINTECH,SMALL,LLC,PCI-DSS,Network Segmentation Diagram
4,FINTECH,SMALL,LLC,SAMA-AML,KYC Records
4,FINTECH,SMALL,LLC,SAMA-AML,Suspicious Transaction Reports
4,FINTECH,SMALL,LLC,SAMA-AML,Sanctions Screening Logs
4,FINTECH,SMALL,LLC,SAMA-AML,Annual AML Report
5,FINTECH,MEDIUM,LLC,MHRSD-LABOR,Employment Contracts
5,FINTECH,MEDIUM,LLC,MHRSD-LABOR,Wage Protection System
5,FINTECH,MEDIUM,LLC,MHRSD-LABOR,GOSI Registration
5,FINTECH,MEDIUM,LLC,MOCI-CONSUMER,Refund/Return Policy
5,FINTECH,MEDIUM,LLC,MOCI-CONSUMER,Pricing Display
5,FINTECH,MEDIUM,LLC,MOCI-CONSUMER,Complaint Handling Log
5,FINTECH,MEDIUM,LLC,MOCI-ECOM,E-Commerce License
5,FINTECH,MEDIUM,LLC,MOCI-ECOM,Terms & Conditions
5,FINTECH,MEDIUM,LLC,MOCI-ECOM,Customer Authentication
5,FINTECH,MEDIUM,LLC,NCA-CCC,Cloud Architecture
5,FINTECH,MEDIUM,LLC,NCA-CCC,Cloud Provider Assessment
5,FINTECH,MEDIUM,LLC,NCA-CCC,Data Residency Cert
5,FINTECH,MEDIUM,LLC,NCA-ECC,Cybersecurity Strategy
5,FINTECH,MEDIUM,LLC,NCA-ECC,Risk Register
5,FINTECH,MEDIUM,LLC,NCA-ECC,MFA Configuration
5,FINTECH,MEDIUM,LLC,NCA-ECC,SIEM Logs
5,FINTECH,MEDIUM,LLC,NCA-ECC,Pen Test Report
5,FINTECH,MEDIUM,LLC,NCA-ECC,Incident Response Plan
5,FINTECH,MEDIUM,LLC,NCNICC,Cybersecurity Self-Assessment
5,FINTECH,MEDIUM,LLC,NCNICC,Risk Register
5,FINTECH,MEDIUM,LLC,NCNICC,Annual NCA Filing
5,FINTECH,MEDIUM,LLC,PCI-DSS,AOC
5,FINTECH,MEDIUM,LLC,PCI-DSS,ROC (Level 1)
5,FINTECH,MEDIUM,LLC,PCI-DSS,ASV Scan Reports
5,FINTECH,MEDIUM,LLC,PCI-DSS,Network Segmentation Diagram
5,FINTECH,MEDIUM,LLC,PDPL,Privacy Notice
5,FINTECH,MEDIUM,LLC,PDPL,ROPA
5,FINTECH,MEDIUM,LLC,PDPL,DPIA
5,FINTECH,MEDIUM,LLC,PDPL,Consent Records
5,FINTECH,MEDIUM,LLC,PDPL,DSR Log
5,FINTECH,MEDIUM,LLC,PDPL,Breach Notification (72h SDAIA)
5,FINTECH,MEDIUM,LLC,SAMA-CSF,Board CISO Charter
5,FINTECH,MEDIUM,LLC,SAMA-CSF,Risk Methodology
5,FINTECH,MEDIUM,LLC,SAMA-CSF,PAM Logs
5,FINTECH,MEDIUM,LLC,SAMA-CSF,4-Hour SAMA Notification
5,FINTECH,MEDIUM,LLC,SAMA-PSR,Payment Service License
5,FINTECH,MEDIUM,LLC,SAMA-PSR,Settlement Records
5,FINTECH,MEDIUM,LLC,SAMA-PSR,Customer Complaint Log
5,FINTECH,MEDIUM,LLC,ZATCA-EINV,E-Invoice XML/UBL Files
5,FINTECH,MEDIUM,LLC,ZATCA-EINV,QR Code Compliance
5,FINTECH,MEDIUM,LLC,ZATCA-EINV,Phase-2 Integration Cert
5,FINTECH,MEDIUM,LLC,PCI-DSS,AOC
5,FINTECH,MEDIUM,LLC,PCI-DSS,ROC (Level 1)
5,FINTECH,MEDIUM,LLC,PCI-DSS,ASV Scan Reports
5,FINTECH,MEDIUM,LLC,PCI-DSS,Network Segmentation Diagram
5,FINTECH,MEDIUM,LLC,SAMA-AML,KYC Records
5,FINTECH,MEDIUM,LLC,SAMA-AML,Suspicious Transaction Reports
5,FINTECH,MEDIUM,LLC,SAMA-AML,Sanctions Screening Logs
5,FINTECH,MEDIUM,LLC,SAMA-AML,Annual AML Report
6,FINTECH,MEDIUM,JSC_CLOSED,MHRSD-LABOR,Employment Contracts
6,FINTECH,MEDIUM,JSC_CLOSED,MHRSD-LABOR,Wage Protection System
6,FINTECH,MEDIUM,JSC_CLOSED,MHRSD-LABOR,GOSI Registration
6,FINTECH,MEDIUM,JSC_CLOSED,MOCI-CONSUMER,Refund/Return Policy
6,FINTECH,MEDIUM,JSC_CLOSED,MOCI-CONSUMER,Pricing Display
6,FINTECH,MEDIUM,JSC_CLOSED,MOCI-CONSUMER,Complaint Handling Log
6,FINTECH,MEDIUM,JSC_CLOSED,MOCI-ECOM,E-Commerce License
6,FINTECH,MEDIUM,JSC_CLOSED,MOCI-ECOM,Terms & Conditions
6,FINTECH,MEDIUM,JSC_CLOSED,MOCI-ECOM,Customer Authentication
6,FINTECH,MEDIUM,JSC_CLOSED,NCA-CCC,Cloud Architecture
6,FINTECH,MEDIUM,JSC_CLOSED,NCA-CCC,Cloud Provider Assessment
6,FINTECH,MEDIUM,JSC_CLOSED,NCA-CCC,Data Residency Cert
6,FINTECH,MEDIUM,JSC_CLOSED,NCA-ECC,Cybersecurity Strategy
6,FINTECH,MEDIUM,JSC_CLOSED,NCA-ECC,Risk Register
6,FINTECH,MEDIUM,JSC_CLOSED,NCA-ECC,MFA Configuration
6,FINTECH,MEDIUM,JSC_CLOSED,NCA-ECC,SIEM Logs
6,FINTECH,MEDIUM,JSC_CLOSED,NCA-ECC,Pen Test Report
6,FINTECH,MEDIUM,JSC_CLOSED,NCA-ECC,Incident Response Plan
6,FINTECH,MEDIUM,JSC_CLOSED,NCNICC,Cybersecurity Self-Assessment
6,FINTECH,MEDIUM,JSC_CLOSED,NCNICC,Risk Register
6,FINTECH,MEDIUM,JSC_CLOSED,NCNICC,Annual NCA Filing
6,FINTECH,MEDIUM,JSC_CLOSED,PDPL,Privacy Notice
6,FINTECH,MEDIUM,JSC_CLOSED,PDPL,ROPA
6,FINTECH,MEDIUM,JSC_CLOSED,PDPL,DPIA
6,FINTECH,MEDIUM,JSC_CLOSED,PDPL,Consent Records
6,FINTECH,MEDIUM,JSC_CLOSED,PDPL,DSR Log
6,FINTECH,MEDIUM,JSC_CLOSED,PDPL,Breach Notification (72h SDAIA)
6,FINTECH,MEDIUM,JSC_CLOSED,SAMA-CSF,Board CISO Charter
6,FINTECH,MEDIUM,JSC_CLOSED,SAMA-CSF,Risk Methodology
6,FINTECH,MEDIUM,JSC_CLOSED,SAMA-CSF,PAM Logs
6,FINTECH,MEDIUM,JSC_CLOSED,SAMA-CSF,4-Hour SAMA Notification
6,FINTECH,MEDIUM,JSC_CLOSED,SAMA-PSR,Payment Service License
6,FINTECH,MEDIUM,JSC_CLOSED,SAMA-PSR,Settlement Records
6,FINTECH,MEDIUM,JSC_CLOSED,SAMA-PSR,Customer Complaint Log
6,FINTECH,MEDIUM,JSC_CLOSED,ZATCA-EINV,E-Invoice XML/UBL Files
6,FINTECH,MEDIUM,JSC_CLOSED,ZATCA-EINV,QR Code Compliance
